Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Italy,ITA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1918157617381.17,1746018467621.33,1891116791113.44,1966494766925.43,1984600131128.51
Italy,ITA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,0.938114135013862,1.57917145706057,1.25837145663145,3.60458016609203,5.27321445450562
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.611246943765304,-0.13770757391651,1.87378325762481,8.20128991161718,5.62219442195901
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.952,9.164,9.497,8.069,7.618
Italy,ITA,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,29.156,29.381,29.676,23.703,22.726
Italy,ITA,External balance on goods and services (current US$),NE.RSB.GNFS.CD,66893079858.8234,68286765471.5955,46499671838.7589,-33687236543.5799,31147240336.079
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.483198316597154,-8.97419212060699,8.3102399077017,3.98589744251659,0.920692213760276
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,46352.8693445211,43537.839298904,52496.8441693242,55509.393176404,53371.6974319701
Canada,CAN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.42965758108582,-6.06240642959015,4.70538205187351,1.95567065895641,-1.85450959009675
Canada,CAN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,45100.2914903262,42366.1285192527,44359.6167266713,45227.1447354204,44388.4029989751
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1743725183672.52,1655684730000.19,2007472181464.15,2161483369422.01,2140085567791.45
